code_uai,nom_etablissement,nature_uai,statut,academie,dep,commune,code_insee,code_postal,adresse_postale,lat,lon,velo_temps_s,transport_temps_s,velo_temps_min,transport_temps_min,temps_min_s,temps_min_min,zone
0932783V,Lycée Joséphine Baker,lycée polyvalent,public,Créteil,93,Saint-Denis,93066,93200,"2-10, rue d'Amiens",48.95327463878157,2.368387362801961,2884,3046.0,48.06666666666667,50.766666666666666,2884.0,48.06666666666667,Zone Saint Denis
0772342C,Lycée polyvalent Clément Ader,lycée polyvalent,public,Créteil,77,Tournan-en-Brie,77470,77220,74 RUE GEORGES CLEMENCEAU,48.74289262798635,2.749278337472371,10561,3317.0,176.01666666666668,55.28333333333333,3317.0,55.28333333333333,Zone Centre Seine et Marne
0931779D,Lycée de l'horticulture et du paysage Jeanne Baret,lycée polyvalent,public,Créteil,93,Montreuil,93048,93512,16 rue PAUL DOUMER,48.85968843096663,2.456572927550601,2521,2534.0,42.016666666666666,42.23333333333333,2521.0,42.016666666666666,Zone Noisy le Grand
0770924L,Campus scolaire de Coulommiers,lycée polyvalent,public,Créteil,77,Coulommiers,77131,77527,6 rue des Templiers,48.82450098649056,3.092926991516772,18164,9017.0,302.7333333333333,150.28333333333333,9017.0,150.28333333333333,Zone Centre Seine et Marne
0930133P,Lycée professionnel Théodore Monod,lycée professionnel,public,Créteil,93,Noisy-le-Sec,93053,93130,187 rue DE BREMENT,48.88744786715092,2.466542527920552,2740,2461.0,45.66666666666666,41.016666666666666,2461.0,41.016666666666666,Zone Bobigny
0932122B,Lycée polyvalent d'Alembert,lycée polyvalent,public,Créteil,93,Aubervilliers,93001,93300,7 rue DU COMMANDANT L'HERMINIER,48.917325474367935,2.3866879579661195,1860,2430.0,31.0,40.5,1860.0,31.0,Zone Saint Denis
0772296C,Lycée polyvalent de la Mare Carrée,lycée polyvalent,public,Créteil,77,Moissy-Cramayel,77296,77550,70 rue de la Mare Carrée,48.62843877012857,2.579352147141825,9843,4261.0,164.05,71.01666666666667,4261.0,71.01666666666667,Zone Centre Seine et Marne
0772332S,Lycée polyvalent Sonia Delaunay,lycée polyvalent,public,Créteil,77,Cesson,77067,77240,1 rue du Lycée,48.57265222109859,2.608798566040047,12112,5503.0,201.86666666666667,91.71666666666668,5503.0,91.71666666666668,Zone Centre Seine et Marne
0772277G,Lycée polyvalent Henri Becquerel,lycée polyvalent,public,Créteil,77,Nangis,77327,77370,1 boulevard HENRI ROUSSELLE,48.55121929286351,3.0074521985914986,18756,5014.0,312.6,83.56666666666666,5014.0,83.56666666666666,Zone Sud Est Seine et Marne
0932129J,Lycée polyvalent d'application de l'ENNA,lycée polyvalent,public,Créteil,93,Saint-Denis,93066,93201,Place du 8 Mai 1945,48.93942848556531,2.355881902782786,2334,2351.0,38.9,39.18333333333333,2334.0,38.9,Zone Saint Denis
0770920G,Lycée La Fayette,lycée polyvalent,public,Créteil,77,Champagne-sur-Seine,77079,77430,Place DES CELESTINS,48.40330437773726,2.7976540778951264,19749,7307.0,329.15,121.78333333333332,7307.0,121.78333333333332,Zone Sud Seine et Marne
0770944H,Lycée professionnel Auguste Perdonnet,lycée professionnel,public,Créteil,77,Thorigny-sur-Marne,77464,77400,1 allée du Château,48.88732929973339,2.7281192981058764,8253,3516.0,137.55,58.6,3516.0,58.6,Zone Nord Seine et Marne
0930833A,Lycée Jean Zay,lycée d'enseignement général et technologique,public,Créteil,93,Aulnay-sous-Bois,93005,93604,Avenue du Maréchal Juin,48.93614948482448,2.5034290582623515,4165,2366.0,69.41666666666667,39.43333333333333,2366.0,39.43333333333333,Zone Sevran
0772127U,Lycée Galilée,lycée d'enseignement général et technologique,public,Créteil,77,Combs-la-Ville,77122,77385,Avenue André Malraux,48.652191439656086,2.56174477575254,8949,4679.0,149.15,77.98333333333333,4679.0,77.98333333333333,Zone Centre Seine et Marne
0772229E,Lycée Jean Vilar,lycée d'enseignement général et technologique,public,Créteil,77,Meaux,77284,77100,83 avenue Salvador Allende,48.95461335102046,2.894789005848248,13372,4203.0,222.86666666666667,70.05,4203.0,70.05,Zone Nord Seine et Marne
0770687D,ERPD - Internat d'excellence,école régionale du premier degré,public,Créteil,77,Saint-Mammès,77419,77670,13 rue du Capitaine Ballot,48.384575490303504,2.814971307466238,20495,5044.0,341.5833333333333,84.06666666666666,5044.0,84.06666666666666,Zone Sud Seine et Marne
0931585T,Lycée André Boulloche,lycée d'enseignement général et technologique,public,Créteil,93,Livry-Gargan,93046,93190,18 boulevard GUTENBERG,48.91260185138295,2.5195514632061218,3813,3429.0,63.55,57.15,3429.0,57.15,Zone Sevran
0932031C,Lycée Charles de Gaulle,lycée d'enseignement général et technologique,public,Créteil,93,Rosny-sous-Bois,93064,93110,102 rue LAVOISIER,48.861770086102105,2.4914930230858734,3119,2570.0,51.98333333333333,42.833333333333336,2570.0,42.833333333333336,Zone Noisy le Grand
0940116R,Lycée Eugène Delacroix,lycée d'enseignement général et technologique,public,Créteil,94,Maisons-Alfort,94046,94704,5 rue Pierre et Marie Curie,48.81078905741512,2.4259112918900176,2665,2260.0,44.41666666666666,37.66666666666666,2260.0,37.66666666666666,Zone Creteil
0930116W,Lycée Henri Wallon,lycée d'enseignement général et technologique,public,Créteil,93,Aubervilliers,93001,93300,146 rue Jacques Salvator,48.9113525929103,2.38832462792748,1882,2288.0,31.366666666666667,38.13333333333333,1882.0,31.366666666666667,Zone Saint Denis
0772243V,Lycée Camille Claudel,lycée d'enseignement général et technologique,public,Créteil,77,Pontault-Combault,77373,77340,Place d'Anyama,48.7874049161568,2.599490220817385,6729,5306.0,112.15,88.43333333333334,5306.0,88.43333333333334,Zone Centre Seine et Marne
0932291K,Lycée polyvalent Nicolas-Joseph Cugnot,lycée polyvalent,public,Créteil,93,Neuilly-sur-Marne,93050,93330,55 boulevard LOUIS ARMAND,48.861536325966085,2.520260925956096,3758,3045.0,62.63333333333333,50.75,3045.0,50.75,Zone Noisy le Grand
0770945J,Lycée professionnel Gustave Eiffel,lycée professionnel,public,Créteil,77,Varennes-sur-Seine,77482,77130,4 avenue D'ORMES,48.37385618033897,2.92676770386737,21986,7129.0,366.4333333333333,118.81666666666666,7129.0,118.81666666666666,Zone Sud Seine et Marne
0772276F,Lycée polyvalent Jehan de Chelles,lycée polyvalent,public,Créteil,77,Chelles,77108,77500,47 rue DES CITES,48.88858428761421,2.612639890504011,6200,4385.0,103.33333333333331,73.08333333333333,4385.0,73.08333333333333,Zone Nord Seine et Marne
0941951K,Lycée polyvalent Marx Dormoy,lycée polyvalent,public,Créteil,94,Champigny-sur-Marne,94017,94507,500 rue du Professeur Paul Milli,48.81546613843271,2.5352958923708515,4579,3608.0,76.31666666666666,60.13333333333333,3608.0,60.13333333333333,Zone Champigny sur Marne
0932222K,Lycée polyvalent René Cassin,lycée polyvalent,public,Créteil,93,Le Raincy,93062,93340,16 allée DES BOSQUETS,48.89969201479492,2.518773070699601,4076,2618.0,67.93333333333334,43.63333333333333,2618.0,43.63333333333333,Zone Sevran
0931584S,Lycée polyvalent Jean Rostand,lycée polyvalent,public,Créteil,93,Villepinte,93078,93420,8 rue PIERRE AUDAT,48.96013097773987,2.5465449256491284,5292,3610.0,88.2,60.16666666666666,3610.0,60.16666666666666,Zone Sevran
0930119Z,Lycée polyvalent Eugène Delacroix,lycée polyvalent,public,Créteil,93,Drancy,93029,93700,4 rue DU DOCTEUR SCHWEITZER,48.92500721472923,2.457936453412501,3142,2711.0,52.36666666666667,45.18333333333333,2711.0,45.18333333333333,Zone Bobigny
0942130E,Lycée polyvalent Montaleau,lycée polyvalent,public,Créteil,94,Sucy-en-Brie,94071,94371,2 bis rue Pierre Semard,48.76990294511359,2.516878385669346,5134,3524.0,85.56666666666666,58.73333333333333,3524.0,58.73333333333333,Zone Sucy en Brie
0930129K,Lycée professionnel Madeleine Vionnet,lycée professionnel,public,Créteil,93,Bondy,93010,93140,1 rue JULES GUESDE,48.90434100653329,2.472955598811062,2874,2779.0,47.9,46.31666666666667,2779.0,46.31666666666667,Zone Bobigny
0930125F,Lycée Paul Éluard,lycée d'enseignement général et technologique,public,Créteil,93,Saint-Denis,93066,93206,15 avenue Jean Moulin,48.9412972594893,2.364486504485791,2479,2624.0,41.31666666666667,43.73333333333333,2479.0,41.31666666666667,Zone Saint Denis
0932667U,Lycée polyvalent Rosa-Parks,lycée polyvalent,public,Créteil,93,Saint-Denis,93066,93210,70 avenue George Sand,48.91522069997389,2.3652006377705472,1768,1769.0,29.466666666666665,29.48333333333333,1768.0,29.466666666666665,Zone Saint Denis
0942531R,Lycée polyvalent Vincennes,lycée polyvalent,public,Créteil,94,Vincennes,94080,94300,106 rue de la Jarry,48.8496097281551,2.448567030724825,2350,2633.0,39.16666666666666,43.88333333333333,2350.0,39.16666666666666,Zone Champigny sur Marne
0930126G,Lycée polyvalent Auguste Blanqui,lycée polyvalent,public,Créteil,93,Saint-Ouen-sur-Seine,93070,93404,54 rue Charles Schmidt,48.90303260775702,2.333941143279612,1339,1889.0,22.316666666666663,31.48333333333333,1339.0,22.316666666666663,Zone Saint Denis
0931735F,Lycée polyvalent Louise Michel,lycée polyvalent,public,Créteil,93,Épinay-sur-Seine,93031,93800,12 rue Jean-Baptiste Clément,48.96140266408877,2.299037673653177,3691,3434.0,61.516666666666666,57.23333333333333,3434.0,57.23333333333333,Zone Saint Denis
0770918E,Lycée Uruguay France,lycée polyvalent,public,Créteil,77,Avon,77014,77211,1 avenue DES MARRONNIERS,48.409730744143,2.7363395879462,18885,4875.0,314.75,81.25,4875.0,81.25,Zone Sud Seine et Marne
0930138V,Lycée professionnel Frédéric Bartholdi,lycée professionnel,public,Créteil,93,Saint-Denis,93066,93200,12 rue de la Liberté,48.943352734923394,2.365792462246213,2688,2462.0,44.8,41.03333333333333,2462.0,41.03333333333333,Zone Saint Denis
0930831Y,Lycée professionnel Aristide Briand,lycée professionnel,public,Créteil,93,Le Blanc-Mesnil,93007,93155,120 avenue Aristide Briand,48.94482961709546,2.449369198095032,3212,2910.0,53.53333333333333,48.5,2910.0,48.5,Zone Bobigny
0771171E,Lycée professionnel Louis Lumière,lycée professionnel,public,Créteil,77,Chelles,77108,77501,04 rue LOUIS LUMIERE,48.8795999213396,2.612279937835049,6175,3480.0,102.91666666666669,58.0,3480.0,58.0,Zone Nord Seine et Marne
0941413A,Lycée polyvalent Léon Blum,lycée polyvalent,public,Créteil,94,Créteil,94028,94000,5 rue JEAN GABIN,48.77979890015114,2.445193431335082,3875,2837.0,64.58333333333333,47.28333333333333,2837.0,47.28333333333333,Zone Creteil
0940580V,Lycée de Cachan,lycée polyvalent,public,Créteil,94,Cachan,94016,94230,63 avenue du Président Wilson,48.78867682535173,2.324774506773462,2833,2528.0,47.21666666666667,42.13333333333333,2528.0,42.13333333333333,Zone Vitry sur Seine
0941972H,Lycée polyvalent Fernand Léger,lycée polyvalent,public,Créteil,94,Ivry-sur-Seine,94041,94200,15 avenue Henri Barbusse,48.80923063748388,2.377952143775689,2311,3151.0,38.516666666666666,52.516666666666666,2311.0,38.516666666666666,Zone Vitry sur Seine
0940141T,Lycée professionnel Jacques Brel,lycée polyvalent,public,Créteil,94,Choisy-le-Roi,94022,94600,90 avenue d'Alfortville,48.77325875116557,2.414912911376061,3732,3734.0,62.2,62.23333333333333,3732.0,62.2,Zone Creteil
0930128J,Lycée professionnel Denis Papin,lycée professionnel,public,Créteil,93,La Courneuve,93027,93120,34 avenue Michelet,48.92887989557298,2.3863947991490666,2217,2066.0,36.95,34.43333333333333,2066.0,34.43333333333333,Zone Saint Denis
0940171A,Établissement régional d'enseignement adapté Stendhal,établissement régional d’enseignement adapté,public,Créteil,94,Bonneuil-sur-Marne,94011,94380,6 rue Désiré Dautier,48.77494673286997,2.4870864032837714,4242,3088.0,70.7,51.46666666666667,3088.0,51.46666666666667,Zone Sucy en Brie
0930121B,Lycée Jean Jaurès,lycée d'enseignement général et technologique,public,Créteil,93,Montreuil,93048,93105,1 rue DOMBASLE,48.86361437262422,2.449169863763747,2418,1966.0,40.3,32.766666666666666,1966.0,32.766666666666666,Zone Noisy le Grand
0941347D,Lycée Pablo Picasso,lycée d'enseignement général et technologique,public,Créteil,94,Fontenay-sous-Bois,94033,94120,2 avenue Pablo Picasso,48.85574871784908,2.4863687107757,3189,2040.0,53.15,34.0,2040.0,34.0,Zone Champigny sur Marne
0930830X,Lycée Albert Schweitzer,lycée d'enseignement général et technologique,public,Créteil,93,Le Raincy,93062,93342,11 allée Valère Lefebvre,48.8987046198562,2.5112323841622235,3879,3114.0,64.65,51.9,3114.0,51.9,Zone Sevran
0770926N,Lycée François Couperin,lycée d'enseignement général et technologique,public,Créteil,77,Fontainebleau,77186,77305,Route HURTAULT,48.39905368078548,2.6868318330322696,18322,5858.0,305.3666666666667,97.63333333333334,5858.0,97.63333333333334,Zone Sud Seine et Marne
0940120V,Lycée Marcelin Berthelot,lycée d'enseignement général et technologique,public,Créteil,94,Saint-Maur-des-Fossés,94068,94100,6 boulevard Maurice Berteaux,48.810377748900095,2.470063843147651,3306,2501.0,55.1,41.68333333333333,2501.0,41.68333333333333,Zone Sucy en Brie
0772188K,Lycée Pierre Mendès France,lycée d'enseignement général et technologique,public,Créteil,77,Savigny-le-Temple,77445,77176,11 avenue de l'Europe,48.59642394323871,2.5770936432589657,10924,4363.0,182.06666666666663,72.71666666666667,4363.0,72.71666666666667,Zone Centre Seine et Marne
0772751X,Lycée polyvalent Charlotte Delbo,lycée polyvalent,public,Créteil,77,Dammartin-en-Goële,77153,77230,2 avenue ROBERT BADINTER,49.06567966934639,2.679086028744148,10695,6116.0,178.25,101.93333333333334,6116.0,101.93333333333334,Zone Nord Seine et Marne
0772244W,Lycée professionnel Antonin Carême,lycée polyvalent,public,Créteil,77,Savigny-le-Temple,77445,77176,1 place GUSTAVE COURBET,48.59529887019934,2.577669579232392,10942,4317.0,182.36666666666667,71.95,4317.0,71.95,Zone Centre Seine et Marne
0771940R,Lycée polyvalent Simone Veil,lycée polyvalent,public,Créteil,77,Noisiel,77337,77186,1 avenue Pierre Mendès France,48.8407880173237,2.6163182274782533,6859,2877.0,114.31666666666666,47.95,2877.0,47.95,Zone Nord Seine et Marne
0772225A,Lycée professionnel Lino Ventura,lycée professionnel,public,Créteil,77,Ozoir-la-Ferrière,77350,77831,Avenue MARCEL PAGNOL,48.759211383960206,2.6912421942760685,9154,4977.0,152.56666666666666,82.95,4977.0,82.95,Zone Centre Seine et Marne
0940138P,Lycée des métiers Armand Guillaumin,lycée professionnel,public,Créteil,94,Orly,94054,94310,10 rue Pierre Corneille,48.74890738659517,2.403196381256488,4303,3908.0,71.71666666666667,65.13333333333334,3908.0,65.13333333333334,Zone Creteil
0930846P,Lycée professionnel Voillaume,lycée professionnel,public,Créteil,93,Aulnay-sous-Bois,93005,93601,136 rue DE MITRY,48.94454426421222,2.5082514034395587,4603,2503.0,76.71666666666667,41.71666666666667,2503.0,41.71666666666667,Zone Sevran
0941018W,Lycée polyvalent Édouard Branly,lycée polyvalent,public,Créteil,94,Créteil,94028,94000,33 rue DU PETIT BOIS,48.78388496562656,2.4669439734030068,3877,3013.0,64.61666666666666,50.21666666666667,3013.0,50.21666666666667,Zone Creteil
0932048W,Lycée polyvalent Blaise Cendrars,lycée polyvalent,public,Créteil,93,Sevran,93071,93270,12 avenue LEON JOUHAUX,48.939573054461775,2.5387766314700504,4608,3143.0,76.8,52.38333333333333,3143.0,52.38333333333333,Zone Sevran
0770940D,Lycée polyvalent Étienne Bezout,lycée polyvalent,public,Créteil,77,Nemours,77333,77791,31 avenue ETIENNE DAILLY,48.26198129575448,2.7119741963317705,23210,7974.0,386.8333333333333,132.9,7974.0,132.9,Zone Sud Seine et Marne
0940123Y,Lycée Guillaume Apollinaire,lycée d'enseignement général et technologique,public,Créteil,94,Thiais,94073,94320,42 rue du pavé de Grignon,48.756951300656354,2.400208301462324,4037,3915.0,67.28333333333333,65.25,3915.0,65.25,Zone Vitry sur Seine
0771763Y,Lycée Charles le Chauve,lycée d'enseignement général et technologique,public,Créteil,77,Roissy-en-Brie,77390,77680,4 rue J. BODIN DE BOISMORTIER,48.79924111309776,2.648171578531452,7393,3673.0,123.21666666666668,61.21666666666667,3673.0,61.21666666666667,Zone Centre Seine et Marne
0770930T,Lycée Henri Moissan,lycée d'enseignement général et technologique,public,Créteil,77,Meaux,77284,77100,20 cours de Verdun,48.9587066334898,2.87505516661365,13015,3435.0,216.91666666666663,57.25,3435.0,57.25,Zone Nord Seine et Marne
0771997C,Lycée professionnel Jacques Prévert,lycée professionnel,public,Créteil,77,Combs-la-Ville,77122,77380,7 avenue Jean Jaurès,48.65522404672208,2.564065406447481,8884,4519.0,148.06666666666666,75.31666666666666,4519.0,75.31666666666666,Zone Centre Seine et Marne
0940143V,Lycée professionnel Jean Moulin,lycée professionnel,public,Créteil,94,Vincennes,94080,94307,8 rue du Docteur Lebel,48.84655197901299,2.431285467310649,2001,1626.0,33.35,27.1,1626.0,27.1,Zone Champigny sur Marne
0772294A,Lycée Emily Brontë,lycée d'enseignement général et technologique,public,Créteil,77,Lognes,77258,77185,1 ESPLANADE FRANCOIS MITTERAND,48.83952918117187,2.648902400842065,7149,3143.0,119.15,52.38333333333333,3143.0,52.38333333333333,Zone Nord Seine et Marne
0941470M,Lycée polyvalent Champlain,lycée d'enseignement général et technologique,public,Créteil,94,Chennevières-sur-Marne,94019,94430,61 rue DES BORDES,48.79882528150389,2.5564423463815262,5472,4415.0,91.2,73.58333333333333,4415.0,73.58333333333333,Zone Sucy en Brie
0932229T,Lycée polyvalent Paul Le Rolland,lycée polyvalent,public,Créteil,93,Drancy,93029,93700,136 avenue DE CASTELNAU,48.92467426514844,2.461679200786832,3166,2621.0,52.766666666666666,43.68333333333333,2621.0,43.68333333333333,Zone Bobigny
0772295B,Lycée polyvalent La Tour des Dames,lycée polyvalent,public,Créteil,77,Rozay-en-Brie,77393,77540,Rue DE VILPRES,48.6794389507492,2.964056166580102,16295,,271.5833333333333,,16295.0,271.5833333333333,Zone Centre Seine et Marne
0932047V,Lycée polyvalent Évariste Galois,lycée polyvalent,public,Créteil,93,Noisy-le-Grand,93051,93165,32 avenue MONTAIGNE,48.84497645009375,2.5389338989234025,4317,3158.0,71.95,52.63333333333333,3158.0,52.63333333333333,Zone Noisy le Grand
